"zone","state","sector","lga","ea","serial_no","c1q2","c1q3","c1q4a","c1q4b","c1q4_os","c1q5","c1q6"
1,7,2,717,1248,7,2,40,7,,,15,41
1,7,2,718,1640,1,1,50,1,,,50,26
1,7,2,718,1640,2,2,40,2,,,22,0
1,7,2,718,1640,3,1,35,11,,"""Town crier """,25,23
1,7,2,718,1640,4,2,42,8,,,36,23
1,7,2,718,1640,5,1,53,11,,"""vigilant commander """,49,26
1,7,2,718,1640,6,1,40,1,9,,36,34
1,7,2,718,1640,7,1,51,5,,,51,34
1,7,1,719,1612,1,1,72,1,,,35,41
1,7,1,719,1612,2,2,30,8,,,15,26
1,7,1,719,1612,3,1,56,8,,,28,32
1,7,1,719,1612,4,1,30,12,,,30,16
1,7,1,719,1612,5,1,51,9,,,8,26
1,7,1,719,1612,6,2,32,7,,,18,41
1,7,1,719,1612,7,1,35,5,,,21,34
1,7,2,722,234,1,1,67,1,,,67,16
1,7,2,722,234,2,2,56,2,,,28,16
1,7,2,722,234,3,1,44,3,,,44,41
1,7,2,722,234,4,2,32,7,,,17,41
1,7,2,722,234,5,1,44,6,,,44,26
1,7,2,722,234,6,1,55,8,,,55,16
1,7,2,722,892,1,1,52,1,,,52,26
1,7,2,722,892,2,2,40,2,,,25,26
1,7,2,722,892,3,1,38,12,,,38,25
1,7,2,722,892,4,1,50,3,,,50,26
1,7,2,722,892,5,1,55,3,,,55,16
2,8,2,805,46,1,1,69,1,,,69,41
2,8,2,805,46,2,1,74,9,,,74,51
2,8,2,805,46,3,1,39,11,,"Ward Councilor",39,41
2,8,2,805,46,4,1,62,5,,,62,34
2,8,2,805,46,5,1,60,3,,,60,31
2,8,2,805,46,6,2,51,8,,,30,16
2,8,2,812,866,1,1,65,1,,,65,31
2,8,2,812,866,2,1,70,3,,,70,28
2,8,2,812,866,3,1,65,3,,,65,28
2,8,2,812,866,4,1,80,3,,,80,14
2,8,2,812,866,5,2,40,8,,,40,16
2,8,2,812,866,6,1,49,9,,,49,51
2,8,2,813,2094,1,1,68,1,,,68,51
2,8,2,813,2094,2,1,53,9,,,53,51
2,8,2,813,2094,3,1,65,7,,,55,51
2,8,2,813,2094,4,1,53,8,,,53,51
2,8,2,813,2094,5,2,56,11,,"Women Leader.",56,51
2,8,2,815,362,1,1,46,1,,,46,42
2,8,2,815,362,2,1,74,3,,,74,0
2,8,2,815,362,3,1,76,8,,,76,34
2,8,2,815,362,4,2,65,8,,,65,0
2,8,2,815,362,5,1,44,5,,,44,41
2,8,2,820,1030,1,1,45,1,,,45,0
2,8,2,820,1030,2,1,55,3,,,55,0
2,8,2,820,1030,3,2,37,2,,,37,0
2,8,2,820,1030,4,1,65,8,,,65,0
2,8,2,820,1030,5,1,35,9,,,35,51
2,8,1,821,1448,1,1,30,1,,,30,26
2,8,1,821,1448,2,1,60,3,,,60,51
2,8,1,821,1448,3,1,70,9,,,70,51
2,8,1,821,1448,4,2,55,8,,,50,13
2,8,1,821,1448,5,1,70,11,,"civil servant",40,28
2,8,1,821,5062,1,1,65,3,,,65,51
2,8,1,821,5062,2,1,50,1,,,50,42
2,8,1,821,5062,3,2,27,8,,,27,51
2,8,1,821,5062,4,2,30,7,,,30,41
2,8,1,821,5062,5,1,35,3,,,35,51
2,8,2,824,768,1,1,39,1,,,39,31
2,8,2,824,768,2,1,88,3,,,88,0
2,8,2,824,768,3,2,45,2,,,45,0
2,8,2,824,768,4,1,41,8,,,41,0
2,8,2,824,768,5,1,50,9,,,50,51
2,8,2,827,804,1,1,50,1,,,50,26
2,8,2,827,804,2,1,63,3,,,63,28
2,8,2,827,804,3,1,40,3,,,40,33
2,8,2,827,804,4,2,50,8,,,50,51
2,8,2,827,804,5,1,60,9,,,60,51
2,8,2,827,804,6,1,52,8,,,52,0
5,9,2,901,398,1,1,74,1,,,50,16
5,9,2,901,398,2,2,65,2,,,65,12
5,9,2,901,398,3,1,45,8,12,,30,26
5,9,2,901,398,4,2,56,8,,,56,14
5,9,2,901,398,5,1,64,8,,,64,13
5,9,2,901,398,6,1,29,11,,"Town crier",29,15
5,9,2,901,398,7,1,22,8,,,22,26
5,9,2,903,48,1,1,70,1,,,40,16
5,9,2,903,48,2,1,56,11,,"Community leader",56,16
5,9,2,903,48,3,1,54,8,,,40,16
5,9,2,903,48,4,2,40,11,,"Women's leader",28,16
5,9,2,903,48,5,2,26,8,,,20,42
5,9,2,905,978,1,1,45,3,,,40,23
5,9,2,905,978,2,1,40,11,,"ASSISTANT HEADMAN",40,16
5,9,2,905,978,3,1,35,8,,,25,34
5,9,2,905,978,4,1,32,8,,,32,16
5,9,2,905,978,5,2,37,8,,,37,26
5,9,2,907,1446,1,1,82,1,,,50,41
5,9,2,907,1446,2,1,79,3,,,79,16
5,9,2,907,1446,3,1,59,3,,,59,31
5,9,2,907,1446,4,2,52,11,,"WOMEN'S LEADER",25,26
5,9,2,907,1446,5,2,35,5,,,20,42
5,9,1,908,278,1,1,43,1,,,30,41
5,9,1,908,278,2,1,49,8,,,30,16
5,9,1,908,278,3,1,44,8,,,15,26
5,9,1,908,278,4,1,36,12,,,13,25
5,9,1,908,278,5,2,50,8,,,20,25
5,9,2,910,200,1,1,43,1,,,16,16
5,9,2,910,200,2,1,31,8,,,26,24
5,9,2,910,200,3,1,63,8,,,23,23
5,9,2,910,200,4,1,36,8,7,,15,41
5,9,2,910,200,5,1,26,8,,,26,26
5,9,2,910,200,6,2,26,8,,,26,26
5,9,2,912,102,1,1,64,1,,,46,16
5,9,2,912,102,2,1,60,3,,,51,16
5,9,2,912,102,3,1,52,3,,,48,28
5,9,2,912,102,4,1,59,5,,,51,34
5,9,2,912,102,5,2,40,8,,,30,16
5,9,2,912,102,6,1,37,8,,,37,16
5,9,2,913,2266,1,1,72,1,,,50,16
5,9,2,913,2266,2,1,52,3,,,52,16
5,9,2,913,2266,3,1,68,8,,,50,12
5,9,2,913,2266,4,1,63,8,,,40,13
5,9,2,913,2266,5,1,28,8,,,15,25
5,9,2,913,2266,6,2,43,8,,,43,12
5,9,2,914,1746,1,1,50,3,,,50,26
5,9,2,914,1746,2,1,32,5,,,20,42
5,9,2,914,1746,3,1,42,8,,,42,26
5,9,2,914,1746,4,2,65,8,,,65,12
5,9,2,914,1746,5,2,40,8,,,40,16
5,9,2,914,1746,6,1,35,5,,,30,41
5,9,2,914,1746,7,1,45,8,,,45,16
5,9,1,915,1390,1,1,65,12,,,65,16
5,9,1,915,1390,2,2,76,8,,,76,0
5,9,1,915,1390,3,1,38,8,,,38,41
5,9,1,915,1390,4,1,26,8,,,26,23
5,9,1,915,1390,5,2,27,8,,,27,15
5,9,2,916,1068,1,1,67,3,,,32,13
5,9,2,916,1068,2,2,50,8,,,30,21
5,9,2,916,1068,3,1,48,8,,,48,26
5,9,2,916,1068,4,1,68,3,,,40,16
5,9,2,916,1068,5,1,65,3,,,30,31
5,9,1,917,1254,1,1,70,1,,,40,26
5,9,1,917,1254,2,2,40,8,,,40,26
5,9,1,917,1254,3,2,30,8,,,20,41
5,9,1,917,1254,4,2,35,3,,,30,41
5,9,1,917,1254,5,2,35,8,,,35,26
5,9,2,918,834,1,1,58,3,,,30,26
5,9,2,918,834,2,1,38,8,,,38,16
5,9,2,918,834,3,1,30,8,,,30,16
5,9,2,918,834,4,1,28,8,,,28,26
5,9,2,918,834,5,1,35,8,,,35,16
5,10,2,1001,172,1,1,79,1,,,16,26
5,10,2,1001,172,2,1,66,11,,"Prime Minister",12,42
5,10,2,1001,172,3,1,82,3,,,35,16
5,10,2,1001,172,4,2,45,11,,"Woman Leader",40,16
5,10,2,1001,172,5,1,40,12,,,40,26
5,10,1,1005,662,1,1,75,11,,"*CONFIDENTIAL*",75,42
5,10,1,1005,662,2,1,62,11,,"Secretary to traditional council",16,26
5,10,1,1005,662,3,1,54,11,,"Community Leader",15,41
5,10,1,1005,662,4,2,66,11,,"Women Leader",66,42
5,10,1,1005,662,5,1,60,11,,"Youth Leader",15,26
5,10,2,1005,1374,1,1,69,1,,,69,43
5,10,2,1005,1374,2,1,74,8,,,20,26
5,10,2,1005,1374,3,1,65,11,,"Cmmunity Leader",65,26
5,10,2,1005,1374,4,2,54,4,,,54,42
5,10,2,1005,1374,5,1,44,12,,,44,26
5,10,1,1007,1166,1,1,70,1,,,60,26
5,10,1,1007,1166,2,1,67,11,,"President  Erumu Dev. union",60,42
5,10,1,1007,1166,3,1,75,3,,,75,16
5,10,1,1007,1166,4,1,71,3,,,46,31
5,10,1,1007,1166,5,2,65,2,,,63,16
5,10,1,1007,1166,6,1,51,12,,,20,34
5,10,2,1008,1314,1,1,86,1,,,53,16
5,10,2,1008,1314,2,1,78,11,,"Commmunity Head Assistant",30,13
5,10,2,1008,1314,3,1,52,11,,"Traditional Assistant to the Head",43,14
5,10,2,1008,1314,4,2,42,11,,"Women Leader",26,25
5,10,2,1008,1718,1,1,85,1,,,70,0
5,10,2,1008,1718,2,1,70,8,,,65,14
5,10,2,1008,1718,3,1,65,11,,"ex Chairman",65,16
5,10,2,1008,1718,4,1,55,8,,,50,16
5,10,2,1008,1718,5,1,67,11,,"Farmer",60,13
5,10,2,1008,1718,6,1,72,8,,,12,16
5,10,2,1010,20,1,1,81,1,,,22,43
5,10,2,1010,20,2,1,69,11,,"Secritary of the traditional council.",16,42
5,10,2,1010,20,3,1,66,8,,,56,42
5,10,2,1010,20,4,1,60,11,,"Chairman CDC",40,26
5,10,2,1010,20,5,2,54,8,,,54,26
5,10,2,1012,936,1,1,54,1,,,8,42
5,10,2,1012,936,2,2,50,2,,,8,42
5,10,2,1012,936,3,1,48,11,,"Truck driver",17,26
5,10,2,1012,936,4,2,58,8,,,15,32
5,10,2,1012,936,5,1,55,11,,"Civil Servant",4,41
5,10,2,1014,80,1,1,61,1,,,35,43
5,10,2,1014,80,2,1,65,3,,,15,42
5,10,2,1014,80,3,2,79,3,,,56,0
5,10,2,1014,80,4,1,44,12,,,23,34
5,10,2,1014,80,5,1,54,11,,"Secretary to  the Community.",25,42
5,10,1,1018,634,1,1,52,11,,"President General of Orhuwhorhun Community",52,42
5,10,1,1018,634,2,1,35,11,,"Ekruovie quarter Chairman",35,26
5,10,1,1018,634,3,1,58,11,,"Vice President",58,16
5,10,1,1018,634,4,1,32,11,,"Vice Chairman",32,26
5,10,1,1018,634,5,2,56,8,,,56,16
5,10,2,1018,898,1,1,45,1,,,45,26
5,10,2,1018,898,2,1,40,11,,"Vice President",40,26
5,10,2,1018,898,3,1,45,11,,"Community Secretary",45,42
5,10,2,1018,898,4,1,28,11,,"Community treasurer",28,26
5,10,2,1018,898,5,2,50,11,,"Women group Spokeperson",50,16
5,10,2,1018,898,6,1,37,11,,"Community Auditor",37,26
5,10,1,1020,38,1,1,56,1,,,56,41
5,10,1,1020,38,2,1,42,12,,,33,26
5,10,1,1020,38,3,1,40,11,,"Secretary. General",16,42
5,10,1,1020,38,4,1,38,11,,"Treasurer",38,26
5,10,1,1020,38,5,2,56,11,,"Women Leader",56,16
5,10,2,1021,120,1,1,56,11,,"Rep of HRH",32,43
5,10,2,1021,120,2,1,81,11,,"SpokesMan",14,42
5,10,2,1021,120,3,1,64,11,,"Treasurer",19,42
5,10,2,1021,120,4,2,91,2,,,87,13
5,10,2,1025,1774,1,1,40,11,,"Community Chairman",40,43
5,10,2,1025,1774,2,1,37,11,,"Vice Chairman",37,34
5,10,2,1025,1774,3,2,43,11,,"Community Secretary",43,26
5,10,2,1025,1774,4,1,30,11,,"Community P. R. O.",30,42
5,10,2,1025,1774,5,1,34,11,,"Financial Secretary",34,42
4,11,2,1101,154,1,1,46,1,,,46,26
4,11,2,1101,154,2,1,49,3,,,49,16
4,11,2,1101,154,3,2,52,2,,,28,0
4,11,2,1101,154,4,1,53,8,,,53,0
4,11,2,1101,154,5,1,56,8,,,56,0
4,11,2,1101,154,6,1,43,8,,,43,26
4,11,2,1101,154,7,1,44,8,,,44,26
4,11,2,1101,154,8,1,40,8,,,40,34
4,11,2,1102,936,1,1,66,1,,,66,26
4,11,2,1102,936,2,1,64,3,,,64,16
4,11,2,1102,936,3,1,58,8,,,58,15
4,11,2,1102,936,4,1,68,8,,,68,26
4,11,2,1102,936,5,2,49,2,,,26,0
4,11,2,1102,936,6,1,54,5,,,54,34
4,11,2,1104,434,1,1,52,1,,,52,16
4,11,2,1104,434,2,1,49,3,,,49,16
4,11,2,1104,434,3,1,47,8,,,47,16
4,11,2,1104,434,4,1,50,8,,,50,16
4,11,2,1104,434,5,1,46,8,,,46,16
4,11,2,1104,434,6,2,40,2,,,24,0
4,11,2,1104,434,7,1,48,9,,,25,26
4,11,1,1104,2028,1,1,60,1,,,60,26
4,11,1,1104,2028,2,1,59,3,,,25,42
4,11,1,1104,2028,3,2,41,2,,,17,34
4,11,1,1104,2028,4,2,43,8,,,18,26
4,11,1,1104,2028,5,1,18,12,,,18,26
4,11,1,1104,2028,6,1,41,8,,,19,26
4,11,1,1104,2028,7,1,19,8,,,12,26
4,11,2,1105,100,1,1,53,1,,,53,26
4,11,2,1105,100,2,1,60,3,,,60,0
4,11,2,1105,100,3,1,48,8,,,48,16
4,11,2,1105,100,4,1,51,8,,,51,16
4,11,2,1105,100,5,1,45,8,,,45,26
4,11,2,1105,100,6,1,56,8,,,56,0
4,11,2,1105,100,7,2,57,2,,,35,0
4,11,2,1106,446,1,1,72,1,,,38,34
4,11,2,1106,446,2,1,56,8,,,56,34
4,11,2,1106,446,3,1,48,8,,,48,16
4,11,2,1106,446,4,1,55,3,,,55,16
4,11,2,1106,446,5,1,47,8,,,47,16
4,11,2,1106,446,6,1,58,8,,,58,0
4,11,2,1106,446,7,1,46,8,,,46,16
4,11,2,1106,446,8,1,53,9,,,23,26
4,11,2,1106,446,9,2,44,2,,,20,26
4,11,2,1107,1034,1,1,56,1,,,56,26
4,11,2,1107,1034,2,1,52,3,,,52,16
4,11,2,1107,1034,3,1,48,8,4,,48,16
4,11,2,1107,1034,4,1,54,8,,,54,34
4,11,2,1107,1034,5,1,49,8,,,49,16
4,11,2,1107,1034,6,1,45,8,,,45,16
4,11,2,1107,1034,7,2,53,2,,,30,16
4,11,2,1107,1034,8,1,40,8,,,40,16
4,11,2,1108,492,1,1,55,1,,,55,26
4,11,2,1108,492,2,1,45,8,,,45,26
4,11,2,1108,492,3,1,48,8,,,48,16
4,11,2,1108,492,4,1,63,3,,,35,42
4,11,2,1108,492,5,2,52,2,,,30,0
4,11,2,1108,492,6,2,49,9,,,15,26
4,11,2,1109,672,1,1,66,1,,,66,26
4,11,2,1109,672,2,1,53,3,,,53,26
4,11,2,1109,672,3,1,62,8,,,42,16
4,11,2,1109,672,4,1,56,8,,,35,26
4,11,2,1109,672,5,2,53,3,,,36,26
4,11,2,1109,672,6,2,52,8,,,35,26
4,11,2,1110,714,1,1,49,1,,,49,16
4,11,2,1110,714,2,1,53,3,,,52,16
4,11,2,1110,714,3,1,47,8,,,47,26
4,11,2,1110,714,4,1,48,5,,,18,42
4,11,2,1110,714,5,1,39,8,,,39,26
4,11,2,1110,714,6,1,53,8,,,53,0
4,11,2,1110,714,7,2,44,2,,,20,0
4,11,2,1110,2752,1,1,46,1,,,46,16
4,11,2,1110,2752,2,1,43,3,,,43,16
4,11,2,1110,2752,3,1,47,5,,,35,34
4,11,2,1110,2752,4,1,52,8,,,52,16
4,11,2,1110,2752,5,1,48,8,,,48,0
4,11,2,1110,2752,6,1,48,8,,,48,26
4,11,2,1110,2752,7,1,33,2,,,15,16
4,11,2,1110,2752,8,1,57,5,,,57,34
4,11,2,1112,78,1,1,43,1,,,43,26
4,11,2,1112,78,2,1,37,8,,,37,26
4,11,2,1112,78,3,1,35,3,,,35,16
4,11,2,1112,78,4,1,54,11,,"FARMER",54,23
4,11,2,1112,78,5,2,53,2,,,53,0
4,11,2,1112,78,6,1,25,8,,,25,26
4,11,2,1112,78,7,1,39,8,,,39,16
4,11,2,1112,78,8,1,47,8,,,47,16
4,11,2,1112,1952,1,1,63,1,,,63,0
4,11,2,1112,1952,2,1,58,1,,,58,42
4,11,2,1112,1952,3,1,35,8,,,35,26
4,11,2,1112,1952,4,2,41,2,,,20,26
4,11,2,1112,1952,5,1,45,9,,,20,26
4,11,2,1112,1952,6,2,38,8,,,18,16
4,11,2,1112,1952,7,1,47,8,,,47,26
4,11,2,1113,954,1,1,53,1,,,53,26
4,11,2,1113,954,2,1,53,3,,,53,26
4,11,2,1113,954,3,1,48,8,,,45,16
4,11,2,1113,954,4,1,63,3,,,63,26
4,11,2,1113,954,5,2,52,2,,,28,16
4,11,2,1113,954,6,2,38,9,,,38,26
4,11,2,1113,954,7,2,54,8,,,30,16
4,11,2,1113,954,8,1,63,8,,,63,26
5,12,1,1202,2146,1,1,66,11,,"Assistant head",33,16
5,12,1,1202,2146,2,1,68,3,,,30,16
5,12,1,1202,2146,3,2,67,8,,,28,0
5,12,1,1202,2146,4,1,63,8,,,21,33
5,12,1,1202,2710,1,1,72,6,,,21,33
5,12,1,1202,2710,2,1,78,3,,,47,33
5,12,1,1202,2710,3,1,87,11,,"Assistant to head",45,14
5,12,2,1204,736,1,1,80,11,,"Assistant Head",65,0
5,12,2,1204,736,2,1,78,3,,,63,0
5,12,2,1204,736,3,1,75,7,8,,72,33
5,12,2,1204,736,4,1,71,6,,,63,16
5,12,2,1204,736,5,1,61,11,,"Community police",59,16
5,12,2,1204,736,6,2,70,2,,,67,0
5,12,2,1208,526,1,1,75,11,,"Assistant Head",75,0
5,12,2,1208,526,2,1,55,3,,,55,16
5,12,2,1208,526,3,1,95,11,,"Adviser to the community",95,0
5,12,2,1208,526,4,1,57,5,,,57,42
5,12,2,1210,462,1,1,45,11,,"Assistant  Head",40,26
5,12,2,1210,462,2,1,63,11,,"Peace Maker",8,34
5,12,2,1210,462,3,1,92,6,,,85,15
5,12,2,1210,462,4,1,72,3,,,13,26
5,12,2,1210,462,5,1,73,6,,,73,26
5,12,1,1211,2220,1,1,91,1,,,43,0
5,12,1,1211,2220,2,1,84,3,,,45,28
5,12,1,1211,2220,3,1,72,11,,"PRO",40,34
5,12,1,1211,2220,4,1,65,5,,,30,34
5,12,1,1211,2220,5,1,68,11,,"Assistant Head",30,34
5,12,1,1211,2220,6,1,46,8,,,27,33
5,12,1,1211,2856,1,1,80,11,,"Odionwere",71,42
5,12,1,1211,2856,2,1,56,8,,,42,26
5,12,1,1211,2856,3,2,71,6,,,60,33
5,12,1,1211,2856,4,1,65,3,,,53,26
5,12,1,1212,1392,1,1,70,11,,"Assistant  to head",31,26
5,12,1,1212,1392,2,1,71,11,,"Speaker",27,34
5,12,1,1212,1392,3,1,57,11,,"Manager",35,28
5,12,1,1212,1392,4,1,48,8,,,25,26
5,12,1,1212,1392,5,2,51,7,,,24,32
5,12,2,1214,452,1,1,56,11,,"Assistant Head",45,26
5,12,2,1214,452,2,1,57,11,,"Secretary",4,16
5,12,2,1214,452,3,1,45,11,,"Speaker",40,22
5,12,2,1214,452,4,2,60,3,,,50,0
5,12,2,1216,618,1,1,70,11,,"Assistant  Head",20,0
5,12,2,1216,618,2,1,65,6,,,20,0
5,12,2,1216,618,3,1,60,3,,,20,0
5,12,2,1216,618,4,2,45,2,,,20,16
6,13,1,1301,1206,1,1,80,1,,,75,0
6,13,1,1301,1206,2,1,68,3,11,"RETIRED ARMY",30,33
6,13,1,1301,1206,3,1,50,8,,,15,41
6,13,1,1301,1206,4,2,28,3,8,,15,26
6,13,1,1301,1206,5,1,44,3,11,"MAGISTRATE OF HIGH COURT.",18,43
6,13,1,1301,1206,6,2,47,4,,,20,42
6,13,1,1303,626,1,1,70,1,,,45,43
6,13,1,1303,626,2,2,61,8,,,50,14
6,13,1,1303,626,3,1,73,3,8,,55,34
6,13,1,1303,626,4,1,32,12,,,15,42
6,13,1,1303,626,5,1,50,11,,"STATE SECURITY OFFICER",12,42
6,13,1,1303,626,6,1,38,3,,,25,34
6,13,2,1305,10,1,1,93,1,,,90,0
6,13,2,1305,10,2,2,65,3,8,,55,0
6,13,2,1305,10,3,1,68,3,11,"RETIRED TEACHER",40,42
6,13,2,1305,10,4,2,60,8,9,,35,16
6,13,2,1305,10,5,2,33,8,12,,15,42
6,13,2,1305,10,6,1,53,5,,,20,42
6,13,1,1305,1232,1,1,60,1,,,45,42
6,13,1,1305,1232,2,2,69,3,8,,60,0
6,13,1,1305,1232,3,1,60,3,,,40,16
6,13,1,1305,1232,4,1,53,5,,,15,42
6,13,1,1305,1232,5,1,55,4,,,12,42
6,13,1,1305,1232,6,1,42,12,,,25,43
6,13,1,1307,268,1,1,89,1,,,89,0
6,13,1,1307,268,2,1,45,11,,"LOCAL GOVERNMENT WORKERS",25,42
6,13,1,1307,268,3,2,28,8,12,,20,26
6,13,1,1307,268,4,1,62,3,4,,40,34
6,13,1,1307,268,5,1,56,11,,"FARMER/SECURITY MAN",45,16
6,13,1,1307,268,6,1,48,5,,,15,42
6,13,2,1309,674,1,1,61,1,,,55,14
6,13,2,1309,674,2,2,50,2,8,,40,16
6,13,2,1309,674,3,1,63,3,8,,50,33
6,13,2,1309,674,4,1,40,12,3,,20,26
6,13,2,1309,674,5,1,50,11,,"COMMUNITY MEMBER",40,13
6,13,2,1309,674,6,1,45,3,,,20,26
6,13,1,1310,1300,1,1,77,1,,,41,42
6,13,1,1310,1300,2,1,80,3,,,45,42
6,13,1,1310,1300,3,1,75,3,,,31,33
6,13,1,1310,1300,4,2,50,8,,,26,23
6,13,1,1310,1300,5,1,61,11,,"Local government worker",41,34
6,13,1,1310,1300,6,1,70,11,,"SECURITY MAN",65,0
6,13,1,1314,6,1,1,73,1,,,70,0
6,13,1,1314,6,2,2,50,3,2,,40,0
6,13,1,1314,6,3,1,52,8,,,40,34
6,13,1,1314,6,4,1,63,4,,,20,34
6,13,1,1314,6,5,1,43,9,,,15,26
6,13,1,1314,6,6,2,44,8,,,32,34
6,13,1,1314,6,7,1,40,12,8,,20,41
4,14,2,1401,1116,1,1,54,1,,,23,26
4,14,2,1401,1116,2,1,37,8,,,15,42
4,14,2,1401,1116,3,1,28,12,,,20,16
4,14,2,1401,1116,4,1,72,8,,,72,16
4,14,1,1403,34,1,1,56,11,,"Barrister",20,43
4,14,1,1403,34,2,1,47,11,,"Journalist",25,42
4,14,1,1403,34,3,1,43,11,,"Accountant",18,42
4,14,1,1403,34,4,2,35,5,,,10,42
4,14,1,1403,34,5,2,52,8,,,30,42
4,14,1,1403,34,6,1,32,10,,,12,42
4,14,1,1403,34,7,1,32,12,,,10,41
4,14,1,1403,34,8,1,30,8,,,30,26
4,14,1,1403,34,9,2,62,8,,,35,16
4,14,1,1404,96,1,1,65,1,,,40,32
4,14,1,1404,96,2,2,43,8,,,12,26
4,14,1,1404,96,3,1,35,12,,,35,26
4,14,1,1404,96,4,1,38,8,,,17,16
4,14,2,1406,694,1,1,68,8,,,35,16
4,14,2,1406,694,2,2,45,8,,,45,26
4,14,2,1406,694,3,2,35,2,,,12,26
4,14,2,1406,694,4,1,73,1,,,50,42
4,14,2,1406,694,5,1,52,11,,"Mechanic",36,16
4,14,2,1406,694,6,1,58,11,,"Chief Bailiff",30,16
4,14,2,1406,694,7,2,43,8,,,18,16
4,14,2,1406,694,8,1,45,5,,,15,34
4,14,2,1407,68,1,1,43,8,,,43,26
4,14,2,1407,68,2,1,38,12,,,38,26
4,14,2,1407,68,3,1,45,12,,,15,26
4,14,2,1407,68,4,1,42,12,,,42,42
4,14,2,1408,968,1,1,43,12,,,43,23
4,14,2,1408,968,2,1,40,8,,,20,42
4,14,2,1408,968,3,1,38,8,,,10,26
4,14,2,1408,968,4,2,42,5,,,12,42
4,14,2,1408,1996,1,1,38,3,,,20,26
4,14,2,1408,1996,2,1,28,8,,,28,26
4,14,2,1408,1996,3,1,31,12,,,25,26
4,14,2,1408,1996,4,1,30,10,,,30,26
4,14,2,1408,1996,5,1,52,8,,,35,24
4,14,2,1410,236,1,1,52,12,,,40,31
4,14,2,1410,236,2,2,40,9,,,10,26
4,14,2,1410,236,3,2,73,8,,,48,0
4,14,2,1410,236,4,1,60,5,,,30,26
4,14,2,1411,1066,1,1,35,6,,,35,16
4,14,2,1411,1066,2,1,44,8,,,30,16
4,14,2,1411,1066,3,1,50,6,,,50,26
4,14,2,1413,670,1,2,38,8,,,12,16
4,14,2,1413,670,2,1,40,12,,,40,23
4,14,2,1413,670,3,2,52,9,,,35,34
4,14,2,1413,670,4,1,85,1,,,85,0
4,14,1,1413,2578,1,1,39,8,,,39,26
4,14,1,1413,2578,2,1,34,12,,,34,26
4,14,1,1413,2578,3,1,42,8,,,42,16
4,14,1,1413,2578,4,1,37,8,,,37,26
4,14,1,1413,2578,5,1,45,11,,"Driver",45,26
4,14,1,1413,2578,6,1,52,11,,"Photographer",52,26
4,14,1,1413,2578,7,1,43,6,,,43,26
4,14,1,1413,2578,8,1,33,11,,"Loader",33,26
4,14,1,1413,2578,9,1,44,8,,,25,16
4,14,2,1415,156,1,2,35,5,,,8,34
4,14,2,1415,156,2,1,28,8,,,28,26
4,14,2,1415,156,3,2,36,8,,,36,16
4,14,2,1415,156,4,2,40,9,,,25,26
4,14,2,1415,156,5,1,42,12,,,25,42
4,14,2,1415,156,6,2,45,2,,,20,41
4,14,2,1415,156,7,1,58,4,,,30,31
4,14,2,1415,156,8,1,52,1,,,48,43
4,14,2,1415,156,9,2,46,5,,,12,34
4,14,2,1415,952,1,1,36,12,,,36,42
4,14,2,1415,952,2,2,56,7,,,25,41
4,14,2,1415,952,3,1,42,1,,,15,42
4,14,2,1415,952,4,1,50,3,,,30,26
4,14,2,1415,952,5,2,65,9,,,35,42
4,14,2,1415,952,6,2,43,8,,,20,26
4,14,2,1415,952,7,2,28,5,,,15,34
4,14,2,1415,952,8,1,32,8,,,32,26
4,14,2,1416,2314,1,1,56,11,,"Ward leader",56,16
4,14,2,1416,2314,2,1,70,3,,,50,16
4,14,2,1416,2314,3,2,48,8,,,35,16
4,14,2,1416,2314,4,1,26,12,,,26,42
4,14,2,1416,2314,5,2,68,5,,,50,31
2,15,2,1502,590,1,1,90,1,,,90,61
2,15,2,1502,590,2,1,45,3,,,45,16
2,15,2,1502,590,3,1,46,4,,,46,34
2,15,2,1502,590,4,1,75,3,,,75,0
2,15,2,1502,590,5,1,65,8,,,65,0
2,15,2,1502,590,6,1,65,3,,,65,0
2,15,2,1502,590,7,1,35,9,,,35,41
2,15,2,1503,634,1,1,68,1,,,68,14
2,15,2,1503,634,2,1,76,3,11,"Ex Army Officer",76,14
2,15,2,1503,634,3,1,73,3,,,73,14
2,15,2,1503,634,4,1,52,7,,,52,41
2,15,2,1503,634,5,1,59,8,,,59,26
2,15,1,1506,148,1,1,42,1,,,42,41
2,15,1,1506,148,2,1,70,3,,,70,31
2,15,1,1506,148,3,1,62,3,,,62,51
2,15,1,1506,148,4,1,25,3,,,25,42
2,15,1,1506,148,5,1,66,3,9,,66,51
2,15,1,1506,148,6,1,50,3,,,50,51
2,15,1,1506,148,7,1,42,3,,,42,26
2,15,1,1506,398,1,1,70,1,,,40,51
2,15,1,1506,398,2,1,49,8,,,35,34
2,15,1,1506,398,3,1,65,3,,,25,41
2,15,1,1506,398,4,1,55,9,,,27,42
2,15,1,1506,398,5,1,55,9,5,,30,52
2,15,1,1506,398,6,1,48,3,8,,15,34
2,15,2,1507,458,1,1,48,1,,,48,26
2,15,2,1507,458,2,1,60,3,9,,60,41
2,15,2,1507,458,3,1,58,3,5,,58,34
2,15,2,1507,458,4,1,48,3,8,,48,41
2,15,2,1507,458,5,1,70,3,,,70,41
2,15,2,1507,458,6,1,69,3,11,"Ex Army Officer",69,26
2,15,2,1508,1682,1,1,70,1,,,55,51
2,15,2,1508,1682,2,1,74,3,,,40,0
